The container contains 10000 shapes:
Parallelepiped: a = 18  b = 15  c = 2, Volume = 540.0, Density = 11
Parallelepiped: a = 23  b = 13  c = 5, Volume = 1495.0, Density = 7
Parallelepiped: a = 4  b = 17  c = 22, Volume = 1496.0, Density = 2
Parallelepiped: a = 4  b = 22  c = 17, Volume = 1496.0, Density = 15
Parallelepiped: a = 8  b = 11  c = 17, Volume = 1496.0, Density = 19
Parallelepiped: a = 11  b = 8  c = 17, Volume = 1496.0, Density = 22
Parallelepiped: a = 10  b = 15  c = 10, Volume = 1500.0, Density = 15
Parallelepiped: a = 20  b = 15  c = 5, Volume = 1500.0, Density = 2
Parallelepiped: a = 10  b = 10  c = 15, Volume = 1500.0, Density = 0
Parallelepiped: a = 15  b = 10  c = 10, Volume = 1500.0, Density = 24
Parallelepiped: a = 5  b = 15  c = 20, Volume = 1500.0, Density = 24
Parallelepiped: a = 10  b = 15  c = 10, Volume = 1500.0, Density = 17
Parallelepiped: a = 21  b = 12  c = 6, Volume = 1512.0, Density = 14
Parallelepiped: a = 7  b = 24  c = 9, Volume = 1512.0, Density = 7
Parallelepiped: a = 24  b = 3  c = 21, Volume = 1512.0, Density = 7
Parallelepiped: a = 21  b = 3  c = 24, Volume = 1512.0, Density = 3
Parallelepiped: a = 9  b = 14  c = 12, Volume = 1512.0, Density = 0
Parallelepiped: a = 9  b = 7  c = 24, Volume = 1512.0, Density = 16
Parallelepiped: a = 9  b = 21  c = 8, Volume = 1512.0, Density = 5
Parallelepiped: a = 9  b = 21  c = 8, Volume = 1512.0, Density = 15
Parallelepiped: a = 21  b = 9  c = 8, Volume = 1512.0, Density = 5
Parallelepiped: a = 6  b = 21  c = 12, Volume = 1512.0, Density = 2
Parallelepiped: a = 22  b = 23  c = 3, Volume = 1518.0, Density = 18
Parallelepiped: a = 16  b = 19  c = 5, Volume = 1520.0, Density = 23
Parallelepiped: a = 8  b = 10  c = 19, Volume = 1520.0, Density = 0
Parallelepiped: a = 8  b = 19  c = 10, Volume = 1520.0, Density = 12
Parallelepiped: a = 10  b = 8  c = 19, Volume = 1520.0, Density = 18
Parallelepiped: a = 19  b = 8  c = 10, Volume = 1520.0, Density = 4
Parallelepiped: a = 13  b = 9  c = 13, Volume = 1521.0, Density = 8
Parallelepiped: a = 18  b = 17  c = 5, Volume = 1530.0, Density = 23
Parallelepiped: a = 6  b = 15  c = 17, Volume = 1530.0, Density = 2
Parallelepiped: a = 17  b = 9  c = 10, Volume = 1530.0, Density = 19
Parallelepiped: a = 16  b = 6  c = 16, Volume = 1536.0, Density = 24
Parallelepiped: a = 16  b = 12  c = 8, Volume = 1536.0, Density = 11
Parallelepiped: a = 16  b = 16  c = 6, Volume = 1536.0, Density = 16
Parallelepiped: a = 8  b = 16  c = 12, Volume = 1536.0, Density = 24
Parallelepiped: a = 11  b = 7  c = 20, Volume = 1540.0, Density = 12
Parallelepiped: a = 5  b = 22  c = 14, Volume = 1540.0, Density = 18
Parallelepiped: a = 14  b = 5  c = 22, Volume = 1540.0, Density = 23
Parallelepiped: a = 5  b = 24  c = 13, Volume = 1560.0, Density = 21
Parallelepiped: a = 13  b = 5  c = 24, Volume = 1560.0, Density = 5
Parallelepiped: a = 5  b = 24  c = 13, Volume = 1560.0, Density = 24
Parallelepiped: a = 10  b = 13  c = 12, Volume = 1560.0, Density = 17
Parallelepiped: a = 20  b = 13  c = 6, Volume = 1560.0, Density = 3
Parallelepiped: a = 23  b = 4  c = 17, Volume = 1564.0, Density = 11
Parallelepiped: a = 4  b = 23  c = 17, Volume = 1564.0, Density = 6
Parallelepiped: a = 14  b = 7  c = 16, Volume = 1568.0, Density = 13
Parallelepiped: a = 11  b = 13  c = 11, Volume = 1573.0, Density = 10
Parallelepiped: a = 11  b = 11  c = 13, Volume = 1573.0, Density = 12
Parallelepiped: a = 15  b = 5  c = 21, Volume = 1575.0, Density = 20
Parallelepiped: a = 21  b = 5  c = 15, Volume = 1575.0, Density = 15
Parallelepiped: a = 21  b = 5  c = 15, Volume = 1575.0, Density = 18
Parallelepiped: a = 5  b = 15  c = 21, Volume = 1575.0, Density = 15
Parallelepiped: a = 12  b = 6  c = 22, Volume = 1584.0, Density = 23
Parallelepiped: a = 11  b = 24  c = 6, Volume = 1584.0, Density = 2
Parallelepiped: a = 9  b = 8  c = 22, Volume = 1584.0, Density = 1
Parallelepiped: a = 8  b = 11  c = 18, Volume = 1584.0, Density = 2
Parallelepiped: a = 18  b = 8  c = 11, Volume = 1584.0, Density = 16
Parallelepiped: a = 22  b = 8  c = 9, Volume = 1584.0, Density = 7
Parallelepiped: a = 3  b = 22  c = 24, Volume = 1584.0, Density = 10
Parallelepiped: a = 9  b = 11  c = 16, Volume = 1584.0, Density = 3
Parallelepiped: a = 9  b = 16  c = 11, Volume = 1584.0, Density = 11
Parallelepiped: a = 6  b = 12  c = 22, Volume = 1584.0, Density = 16
Parallelepiped: a = 22  b = 4  c = 18, Volume = 1584.0, Density = 23
Parallelepiped: a = 12  b = 6  c = 22, Volume = 1584.0, Density = 15
Parallelepiped: a = 4  b = 22  c = 18, Volume = 1584.0, Density = 0
Parallelepiped: a = 3  b = 23  c = 23, Volume = 1587.0, Density = 19
Parallelepiped: a = 3  b = 23  c = 23, Volume = 1587.0, Density = 19
Parallelepiped: a = 4  b = 21  c = 19, Volume = 1596.0, Density = 3
Parallelepiped: a = 19  b = 12  c = 7, Volume = 1596.0, Density = 1
Parallelepiped: a = 19  b = 12  c = 7, Volume = 1596.0, Density = 23
Parallelepiped: a = 4  b = 21  c = 19, Volume = 1596.0, Density = 3
Parallelepiped: a = 10  b = 8  c = 20, Volume = 1600.0, Density = 23
Parallelepiped: a = 20  b = 20  c = 4, Volume = 1600.0, Density = 18
Parallelepiped: a = 16  b = 10  c = 10, Volume = 1600.0, Density = 4
Parallelepiped: a = 20  b = 16  c = 5, Volume = 1600.0, Density = 9
Parallelepiped: a = 20  b = 16  c = 5, Volume = 1600.0, Density = 12
Parallelepiped: a = 10  b = 10  c = 16, Volume = 1600.0, Density = 16
Parallelepiped: a = 23  b = 7  c = 10, Volume = 1610.0, Density = 0
Parallelepiped: a = 7  b = 10  c = 23, Volume = 1610.0, Density = 17
Parallelepiped: a = 23  b = 14  c = 5, Volume = 1610.0, Density = 14
Parallelepiped: a = 17  b = 19  c = 5, Volume = 1615.0, Density = 15
Parallelepiped: a = 17  b = 5  c = 19, Volume = 1615.0, Density = 16
Parallelepiped: a = 19  b = 5  c = 17, Volume = 1615.0, Density = 0
Parallelepiped: a = 11  b = 7  c = 21, Volume = 1617.0, Density = 15
Parallelepiped: a = 18  b = 5  c = 18, Volume = 1620.0, Density = 7
Parallelepiped: a = 18  b = 9  c = 10, Volume = 1620.0, Density = 15
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 24
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 3
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 17
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 15
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 9
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 20
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 13
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 11
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 22
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 16
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 14
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 8
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 22
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 8
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 17
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 18
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 3
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 16
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 17
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 18
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 17
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 4
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 14
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 15
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 17
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 4
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 3
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 14
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 5
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 9
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 17
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 12
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 16
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 15
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 20
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 5
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 8
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 9
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 14
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 9
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 24
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 13
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 24
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 16
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 3
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 24
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 2
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 13
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 20
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 3
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 11
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 9
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 18
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 24
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 20
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 17
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 22
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 13
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 19
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 11
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 6
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 14
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 6
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 20
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 13
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 15
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 16
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 22
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 22
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 4
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 9
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 10
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 1
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 0
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 23
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 18
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 16
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 8
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 3
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 21
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 6
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Tetrahedron: a = 24, Volume = 1629.1740238538057, Density = 7
Parallelepiped: a = 4  b = 17  c = 24, Volume = 1632.0, Density = 14
Parallelepiped: a = 17  b = 6  c = 16, Volume = 1632.0, Density = 17
Parallelepiped: a = 4  b = 17  c = 24, Volume = 1632.0, Density = 5
Parallelepiped: a = 12  b = 8  c = 17, Volume = 1632.0, Density = 10
Parallelepiped: a = 14  b = 13  c = 9, Volume = 1638.0, Density = 8
Parallelepiped: a = 13  b = 6  c = 21, Volume = 1638.0, Density = 17
Parallelepiped: a = 6  b = 21  c = 13, Volume = 1638.0, Density = 0
Parallelepiped: a = 13  b = 21  c = 6, Volume = 1638.0, Density = 9
Parallelepiped: a = 14  b = 9  c = 13, Volume = 1638.0, Density = 21
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 6
Sphere: x = 13, Volume = 1647.75, Density = 20
Sphere: x = 13, Volume = 1647.75, Density = 9
Sphere: x = 13, Volume = 1647.75, Density = 6
Sphere: x = 13, Volume = 1647.75, Density = 16
Sphere: x = 13, Volume = 1647.75, Density = 11
Sphere: x = 13, Volume = 1647.75, Density = 13
Sphere: x = 13, Volume = 1647.75, Density = 21
Sphere: x = 13, Volume = 1647.75, Density = 23
Sphere: x = 13, Volume = 1647.75, Density = 12
Sphere: x = 13, Volume = 1647.75, Density = 7
Sphere: x = 13, Volume = 1647.75, Density = 14
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 14
Sphere: x = 13, Volume = 1647.75, Density = 18
Sphere: x = 13, Volume = 1647.75, Density = 8
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 13
Sphere: x = 13, Volume = 1647.75, Density = 21
Sphere: x = 13, Volume = 1647.75, Density = 19
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 13
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 7
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 15
Sphere: x = 13, Volume = 1647.75, Density = 16
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 6
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 19
Sphere: x = 13, Volume = 1647.75, Density = 16
Sphere: x = 13, Volume = 1647.75, Density = 11
Sphere: x = 13, Volume = 1647.75, Density = 3
Sphere: x = 13, Volume = 1647.75, Density = 4
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 16
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 15
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 12
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 8
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 7
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 13
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 18
Sphere: x = 13, Volume = 1647.75, Density = 23
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 12
Sphere: x = 13, Volume = 1647.75, Density = 19
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 14
Sphere: x = 13, Volume = 1647.75, Density = 23
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 10
Sphere: x = 13, Volume = 1647.75, Density = 5
Sphere: x = 13, Volume = 1647.75, Density = 13
Sphere: x = 13, Volume = 1647.75, Density = 12
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 18
Sphere: x = 13, Volume = 1647.75, Density = 16
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 11
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 12
Sphere: x = 13, Volume = 1647.75, Density = 16
Sphere: x = 13, Volume = 1647.75, Density = 4
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 23
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 21
Sphere: x = 13, Volume = 1647.75, Density = 10
Sphere: x = 13, Volume = 1647.75, Density = 17
Sphere: x = 13, Volume = 1647.75, Density = 18
Sphere: x = 13, Volume = 1647.75, Density = 13
Sphere: x = 13, Volume = 1647.75, Density = 20
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 3
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 14
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 1
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 14
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 22
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 24
Sphere: x = 13, Volume = 1647.75, Density = 4
Sphere: x = 13, Volume = 1647.75, Density = 2
Sphere: x = 13, Volume = 1647.75, Density = 14
Sphere: x = 13, Volume = 1647.75, Density = 0
Sphere: x = 13, Volume = 1647.75, Density = 0
